price,n_accommodates,n_bathrooms,n_beds,n_guests_included,n_extra_people,n_minimum_nights,n_number_of_reviews,n_review_scores_rating,n_reviews_per_month,n_days_since,p_host_response_rate,f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,d_hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,neighbourhood_cleansed,property_type,room_type,usd_price_day,usd_cleaning_fee,cancellation_policy,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights
41,2,1,1,1,0,1,0,,,,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,41.00,,flexible,3.713572,4,.69314718,.48045301,0,1,0,0,,,,,,,1
55,2,1,1,1,0,1,0,,,,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,55.00,,flexible,4.0073333,4,.69314718,.48045301,0,1,0,0,,,,,,,1
30,2,1.5,1,1,0,1,1,100,.11,271,,House,Private room,moderate,Real Bed,Hackney,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,Hackney,House,Private room,30.00,,moderate,3.4011974,4,.69314718,.48045301,0,1,.69314718,1,5.602119,31.383738,175.81543,73441,19902512,4.6051702,1
89,6,1,3,2,15,2,25,94,3.91,191,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,Hackney,Apartment,Entire home/apt,89.00,73,moderate,4.4886365,36,1.7917595,3.210402,1.0986123,1,3.2580965,1,5.2522736,27.586378,144.8912,36481,6967871,4.5432949,2
99,3,1,1,1,0,4,15,96,.78,579,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,99.00,,moderate,4.59512,9,1.0986123,1.206949,0,1,2.7725887,1,6.3613024,40.466167,257.41754,335241,194104544,4.5643482,3
35,3,1.5,1,1,15,2,45,92,1.63,825,100,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,35.00,14,moderate,3.5553482,9,1.0986123,1.206949,0,1,3.8286414,1,6.7153835,45.096375,302.83945,680625,561515648,4.5217886,2
40,2,1,1,1,0,1,0,,,,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,40.00,,flexible,3.6888795,4,.69314718,.48045301,0,1,0,0,,,,,,,1
62,2,.5,1,1,20,2,1,100,.15,195,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,62.00,20,flexible,4.1271343,4,.69314718,.48045301,0,0,.69314718,1,5.2729998,27.804527,146.61327,38025,7414875,4.6051702,2
36,2,2,1,1,0,4,0,,,,100,House,Private room,strict,Couch,Hackney,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,Hackney,House,Private room,36.00,,strict,3.583519,4,.69314718,.48045301,0,2,0,0,,,,,,,3
180,6,1,3,1,0,4,1,100,.27,111,71,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,180.00,,flexible,5.1929569,36,1.7917595,3.210402,1.0986123,1,.69314718,1,4.7095304,22.179676,104.45586,12321,1367631,4.6051702,3
30,2,1,1,1,0,7,0,,,,,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Hackney,Apartment,Private room,30.00,25,strict,3.4011974,4,.69314718,.48045301,0,1,0,0,,,,,,,3
45,2,1,1,1,20,2,0,,,,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,45.00,,flexible,3.8066626,4,.69314718,.48045301,0,1,0,0,,,,,,,2
40,3,1,2,2,15,1,1,100,1,1,100,Apartment,Private room,moderate,Real Bed,Hackney,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,40.00,,moderate,3.6888795,9,1.0986123,1.206949,.69314718,1,.69314718,1,0,0,0,1,1,4.6051702,1
100,2,2,2,1,0,2,5,100,.39,384,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,100.00,20,strict,4.6051702,4,.69314718,.48045301,.69314718,2,1.7917595,1,5.9506426,35.410149,210.71313,147456,56623104,4.6051702,2
40,2,1,1,1,0,1,0,,,,100,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hackney,House,Private room,40.00,,flexible,3.6888795,4,.69314718,.48045301,0,1,0,0,,,,,,,1
115,2,1,1,2,30,4,13,97,.49,795,,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,Hackney,Apartment,Entire home/apt,115.00,30,moderate,4.7449322,4,.69314718,.48045301,0,1,2.6390574,1,6.6783423,44.600258,297.85577,632025,502459872,4.5747108,3
200,8,2,4,1,0,3,2,70,.07,843,79,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,200.00,65,strict,5.2983174,64,2.0794415,4.3240771,1.3862944,2,1.0986123,1,6.7369671,45.386726,305.76889,710649,599077120,4.2484951,3
75,2,2,1,1,0,2,6,100,1.12,160,100,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,75.00,,flexible,4.3174882,4,.69314718,.48045301,0,2,1.9459101,1,5.0751739,25.757389,130.72324,25600,4096000,4.6051702,2
90,2,1,1,2,0,5,22,96,.57,1155,0,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Hackney,Apartment,Entire home/apt,90.00,,moderate,4.4998097,4,.69314718,.48045301,0,1,3.1354942,1,7.0518556,49.728668,350.67938,1334025,1540798848,4.5643482,3
68,2,1,1,1,15,1,0,,,,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,68.00,15,strict,4.2195077,4,.69314718,.48045301,0,1,0,0,,,,,,,1
35,1,5,1,1,0,1,0,,,,88,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Hackney,House,Private room,35.00,,flexible,3.5553482,1,0,0,0,2,0,0,,,,,,,1
120,4,1,2,3,25,1,3,100,.45,199,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,120.00,50,moderate,4.7874918,16,1.3862944,1.9218121,.69314718,1,1.3862944,1,5.2933049,28.019077,148.31352,39601,7880599,4.6051702,1
35,2,2,1,1,0,1,0,,,,,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,House,Private room,35.00,,flexible,3.5553482,4,.69314718,.48045301,0,2,0,0,,,,,,,1
120,2,1,2,1,15,1,0,,,,0,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Hackney,Apartment,Entire home/apt,120.00,30,flexible,4.7874918,4,.69314718,.48045301,.69314718,1,0,0,,,,,,,1
50,2,1,1,1,0,1,1,,.1,310,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Hackney,Apartment,Private room,50.00,,flexible,3.9120231,4,.69314718,.48045301,0,1,.69314718,1,5.7365723,32.90826,188.78062,96100,29791000,,1
45,2,1,1,1,15,3,9,93,1.22,220,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,45.00,5,strict,3.8066626,4,.69314718,.48045301,0,1,2.3025851,1,5.3936276,29.091219,156.90721,48400,10648000,4.5325994,3
40,1,1,1,1,20,3,0,,,,,Apartment,Private room,flexible,Real Bed,Hackney,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Hackney,Apartment,Private room,40.00,,flexible,3.6888795,1,0,0,0,1,0,0,,,,,,,3
40,2,2,1,1,0,1,2,100,.38,159,90,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,House,Private room,40.00,10,flexible,3.6888795,4,.69314718,.48045301,0,2,1.0986123,1,5.0689044,25.693792,130.23938,25281,4019679,4.6051702,1
50,2,1,1,1,5,1,3,100,.15,590,,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,50.00,20,moderate,3.9120231,4,.69314718,.48045301,0,1,1.3862944,1,6.3801227,40.705967,259.70905,348100,205379008,4.6051702,1
24,1,1,1,1,0,10,0,,,,100,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Hackney,Apartment,Private room,24.00,,flexible,3.1780539,1,0,0,0,1,0,0,,,,,,,3
70,2,8,1,1,0,1,0,,,,88,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Hackney,House,Private room,70.00,,flexible,4.2484951,4,.69314718,.48045301,0,2,0,0,,,,,,,1
125,5,1,3,1,0,3,3,87,.14,644,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Hackney,Apartment,Entire home/apt,125.00,40,moderate,4.8283138,25,1.6094379,2.5902905,1.0986123,1,1.3862944,1,6.4676986,41.831123,270.55112,414736,267089984,4.4659081,3
40,2,1,1,1,0,1,0,,,,,Apartment,Private room,flexible,Real Bed,Hackney,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Hackney,Apartment,Private room,40.00,,flexible,3.6888795,4,.69314718,.48045301,0,1,0,0,,,,,,,1
150,5,1.5,3,4,25,3,1,100,.47,63,100,House,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,House,Entire home/apt,150.00,50,strict,5.0106354,25,1.6094379,2.5902905,1.0986123,1,.69314718,1,4.1431346,17.165564,71.11924,3969,250047,4.6051702,3
60,1,1,1,1,0,4,0,,,,,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,60.00,10,moderate,4.0943446,1,0,0,0,1,0,0,,,,,,,3
50,2,1,1,1,0,4,0,,,,,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Hackney,House,Private room,50.00,25,flexible,3.9120231,4,.69314718,.48045301,0,1,0,0,,,,,,,3
99,4,1,2,1,0,5,3,87,.17,523,,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,99.00,40,strict,4.59512,16,1.3862944,1.9218121,.69314718,1,1.3862944,1,6.2595816,39.182362,245.26518,273529,143055664,4.4659081,3
55,2,1,1,1,0,2,0,,,,100,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,Hackney,House,Private room,55.00,,flexible,4.0073333,4,.69314718,.48045301,0,1,0,0,,,,,,,2
46,2,1,1,1,0,1,0,,,,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hackney,Apartment,Private room,46.00,,flexible,3.8286414,4,.69314718,.48045301,0,1,0,0,,,,,,,1
35,2,1,1,1,10,1,20,90,1.41,426,100,Apartment,Private room,moderate,Real Bed,Hackney,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hackney,Apartment,Private room,35.00,10,moderate,3.5553482,4,.69314718,.48045301,0,1,3.0445225,1,6.0544395,36.656239,221.93298,181476,77308776,4.4998097,1
35,2,1,1,1,20,1,1,100,.19,156,100,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hackney,Apartment,Private room,35.00,20,flexible,3.5553482,4,.69314718,.48045301,0,1,.69314718,1,5.0498562,25.501047,128.77663,24336,3796416,4.6051702,1
45,2,1,1,1,0,1,0,,,,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hackney,Apartment,Private room,45.00,,flexible,3.8066626,4,.69314718,.48045301,0,1,0,0,,,,,,,1
52,2,1,1,1,18,2,62,94,2.26,821,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Hackney,Apartment,Entire home/apt,52.00,12,moderate,3.9512436,4,.69314718,.48045301,0,1,4.1431346,2,6.7105231,45.03112,302.18237,674041,553387648,4.5432949,2
120,4,1,2,1,0,4,0,,,,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hackney,Apartment,Entire home/apt,120.00,,strict,4.7874918,16,1.3862944,1.9218121,.69314718,1,0,0,,,,,,,3
50,1,1.5,1,1,60,1,1,100,.08,357,,Apartment,Private room,flexible,Real Bed,Hackney,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,Hackney,Apartment,Private room,50.00,30,flexible,3.9120231,1,0,0,0,1,.69314718,1,5.8777356,34.547775,203.0627,127449,45499292,4.6051702,1
86,2,1,1,1,0,4,3,100,.21,427,,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,86.00,10,moderate,4.4543471,4,.69314718,.48045301,0,1,1.3862944,1,6.0567842,36.684635,222.19092,182329,77854480,4.6051702,3
25,2,1,1,1,0,7,0,,,,,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hackney,Apartment,Private room,25.00,,moderate,3.2188759,4,.69314718,.48045301,0,1,0,0,,,,,,,3
27,2,2,1,1,10,2,1,80,.07,411,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,Hackney,Apartment,Private room,27.00,,flexible,3.2958369,4,.69314718,.48045301,0,2,.69314718,1,6.0185933,36.223465,218.01431,168921,69426528,4.3820267,2
50,2,1.5,1,1,0,1,2,90,.25,241,67,Apartment,Private room,flexible,Real Bed,Hackney,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,50.00,,flexible,3.9120231,4,.69314718,.48045301,0,1,1.0986123,1,5.484797,30.082998,164.99915,58081,13997521,4.4998097,1
135,3,1,1,2,15,2,57,94,1.05,1629,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,135.00,35,strict,4.9052749,9,1.0986123,1.206949,0,1,4.0604429,2,7.3957214,54.696697,404.52151,2653641,4322781184,4.5432949,2
38,2,1,1,1,25,5,24,87,.55,1320,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,Hackney,Apartment,Private room,38.00,25,strict,3.6375861,4,.69314718,.48045301,0,1,3.2188759,1,7.1853871,51.629787,370.98001,1742400,2299968000,4.4659081,3
55,2,1,1,1,0,1,0,,,,,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,House,Private room,55.00,,flexible,4.0073333,4,.69314718,.48045301,0,1,0,0,,,,,,,1
75,4,1,2,1,0,1,15,80,.82,551,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Hackney,Apartment,Entire home/apt,75.00,15,flexible,4.3174882,16,1.3862944,1.9218121,.69314718,1,2.7725887,1,6.3117347,39.837994,251.44685,303601,167284144,4.3820267,1
33,2,1,1,1,10,1,3,100,.37,245,100,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Hackney,Apartment,Private room,33.00,5,flexible,3.4965076,4,.69314718,.48045301,0,1,1.3862944,1,5.5012584,30.263844,166.48923,60025,14706125,4.6051702,1
49,2,1,1,2,20,4,14,95,.36,1160,70,House,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,49.00,,moderate,3.8918202,4,.69314718,.48045301,0,1,2.7080503,1,7.0561752,49.789608,351.32422,1345600,1560896000,4.5538769,3
80,3,1,2,1,0,2,0,,,,50,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,House,Private room,80.00,,flexible,4.3820267,9,1.0986123,1.206949,.69314718,1,0,0,,,,,,,2
84,2,1,1,1,10,7,20,96,.29,2055,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,Hackney,Apartment,Entire home/apt,84.00,25,strict,4.4308167,4,.69314718,.48045301,0,1,3.0445225,1,7.6280313,58.186859,443.8512,4223025,8678316032,4.5643482,3
24,1,1,1,1,0,1,1,80,.36,82,88,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,Hackney,Apartment,Private room,24.00,,flexible,3.1780539,1,0,0,0,1,.69314718,1,4.4067192,19.419174,85.574844,6724,551368,4.3820267,1
110,3,1,2,2,20,2,1,100,.11,283,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,110.00,30,moderate,4.7004805,9,1.0986123,1.206949,.69314718,1,.69314718,1,5.6454468,31.871069,179.92642,80089,22665188,4.6051702,2
