price,n_accommodates,n_bathrooms,n_beds,n_guests_included,n_extra_people,n_minimum_nights,n_number_of_reviews,n_review_scores_rating,n_reviews_per_month,n_days_since,p_host_response_rate,f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,d_hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,neighbourhood_cleansed,property_type,room_type,usd_price_day,usd_cleaning_fee,cancellation_policy,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights
19,1,1,1,1,25,7,0,,,,,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,Hackney,Apartment,Private room,19.00,,strict,2.9444389,1,0,0,0,1,0,0,,,,,,,3
100,3,2,1,1,10,1,2,80,.29,204,100,House,Private room,flexible,Real Bed,Hackney,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,House,Private room,100.00,45,flexible,4.6051702,9,1.0986123,1.206949,0,2,1.0986123,1,5.31812,28.2824,150.40919,41616,8489664,4.3820267,1
25,2,1,1,1,10,1,0,,,,,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,Hackney,House,Private room,25.00,10,flexible,3.2188759,4,.69314718,.48045301,0,1,0,0,,,,,,,1
40,1,1,1,1,0,1,1,100,.14,218,,Apartment,Private room,flexible,Real Bed,Hackney,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,40.00,15,flexible,3.6888795,1,0,0,0,1,.69314718,1,5.3844953,28.992788,156.11154,47524,10360232,4.6051702,1
75,4,1,1,2,40,1,9,96,.87,311,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,75.00,20,strict,4.3174882,16,1.3862944,1.9218121,0,1,2.3025851,1,5.7397928,32.945221,189.09874,96721,30080232,4.5643482,1
30,2,1,1,1,0,2,6,84,.98,182,100,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,Hackney,Apartment,Private room,30.00,,flexible,3.4011974,4,.69314718,.48045301,0,1,1.9459101,1,5.2040067,27.081686,140.93327,33124,6028568,4.4308167,2
79,2,1,1,2,15,3,3,80,.31,290,,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,79.00,25,moderate,4.3694477,4,.69314718,.48045301,0,1,1.3862944,1,5.6698809,32.147549,182.27277,84100,24389000,4.3820267,3
100,4,1,2,1,0,1,0,,,,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,100.00,,flexible,4.6051702,16,1.3862944,1.9218121,.69314718,1,0,0,,,,,,,1
95,2,1,1,1,0,1,5,100,.82,181,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Hackney,Apartment,Entire home/apt,95.00,,flexible,4.5538769,4,.69314718,.48045301,0,1,1.7917595,1,5.1984968,27.024368,140.4861,32761,5929741,4.6051702,1
27,2,1,1,1,10,1,4,100,.4,297,67,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,27.00,12,flexible,3.2958369,4,.69314718,.48045301,0,1,1.6094379,1,5.6937323,32.418587,184.58275,88209,26198072,4.6051702,1
35,2,1,1,1,0,3,1,100,.05,624,,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,House,Private room,35.00,,flexible,3.5553482,4,.69314718,.48045301,0,1,.69314718,1,6.4361506,41.424034,266.61133,389376,242970624,4.6051702,3
75,2,1,1,1,0,7,1,,.17,171,,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,75.00,55,moderate,4.3174882,4,.69314718,.48045301,0,1,.69314718,1,5.1416636,26.436705,135.92863,29241,5000211,,3
100,2,1,1,1,0,2,6,100,2.43,73,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,100.00,51,moderate,4.6051702,4,.69314718,.48045301,0,1,1.9459101,1,4.2904596,18.408043,78.978966,5329,389017,4.6051702,2
100,2,1,1,1,20,2,0,,,,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,100.00,30,flexible,4.6051702,4,.69314718,.48045301,0,1,0,0,,,,,,,2
60,2,1,1,1,0,2,0,,,,,Apartment,Private room,strict,Couch,Hackney,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Hackney,Apartment,Private room,60.00,40,strict,4.0943446,4,.69314718,.48045301,0,1,0,0,,,,,,,2
190,5,1,3,1,0,1,0,,,,,House,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,190.00,30,flexible,5.2470241,25,1.6094379,2.5902905,1.0986123,1,0,0,,,,,,,1
135,6,1.5,4,6,30,7,1,100,.05,585,100,House,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,135.00,,strict,4.9052749,36,1.7917595,3.210402,1.3862944,1,.69314718,1,6.3716121,40.597439,258.67114,342225,200201632,4.6051702,3
50,2,1,1,1,0,10,3,100,.17,520,100,House,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,50.00,20,flexible,3.9120231,4,.69314718,.48045301,0,1,1.3862944,1,6.253829,39.110378,244.58961,270400,140608000,4.6051702,3
47,2,1,1,1,0,1,0,,,,0,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hackney,Apartment,Private room,47.00,40,flexible,3.8501475,4,.69314718,.48045301,0,1,0,0,,,,,,,1
75,2,1.5,1,1,15,1,12,97,2,179,100,Apartment,Private room,flexible,Real Bed,Hackney,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,75.00,,flexible,4.3174882,4,.69314718,.48045301,0,1,2.5649493,1,5.187386,26.908974,139.58723,32041,5735339,4.5747108,1
30,2,.5,1,1,0,1,0,,,,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hackney,Apartment,Private room,30.00,,flexible,3.4011974,4,.69314718,.48045301,0,0,0,0,,,,,,,1
150,4,1,2,1,0,2,0,,,,100,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,Hackney,Apartment,Entire home/apt,150.00,30,flexible,5.0106354,16,1.3862944,1.9218121,.69314718,1,0,0,,,,,,,2
20,2,1.5,1,1,0,1,2,60,.1,583,,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,Hackney,House,Private room,20.00,,flexible,2.9957323,4,.69314718,.48045301,0,1,1.0986123,1,6.368187,40.553806,258.25421,339889,198155280,4.0943446,1
120,5,1.5,3,1,0,4,6,90,.31,589,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Hackney,Apartment,Entire home/apt,120.00,30,strict,4.7874918,25,1.6094379,2.5902905,1.0986123,1,1.9459101,1,6.3784261,40.684319,259.50192,346921,204336464,4.4998097,3
74,3,1,1,2,30,25,1,80,.14,216,80,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,74.00,45,moderate,4.3040652,9,1.0986123,1.206949,0,1,.69314718,1,5.3752785,28.89362,155.31125,46656,10077696,4.3820267,3
375,14,4,7,1,0,1,39,82,1.15,1012,79,House,Entire home/apt,strict,Real Bed,Hackney,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,375.00,100,strict,5.9269261,196,2.6390574,6.9646239,1.9459101,2,3.6888795,1,6.9196839,47.882027,331.32849,1024144,1036433728,4.4067192,1
40,2,1,1,1,0,1,0,,,,100,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,40.00,,flexible,3.6888795,4,.69314718,.48045301,0,1,0,0,,,,,,,1
148,4,1,2,1,0,2,0,,,,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,148.00,20,strict,4.9972124,16,1.3862944,1.9218121,.69314718,1,0,0,,,,,,,2
89,4,1,2,4,50,7,3,,.09,1057,0,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,89.00,20,strict,4.4886365,16,1.3862944,1.9218121,.69314718,1,1.3862944,1,6.9631901,48.486015,337.61734,1117249,1180932224,,3
36,2,1.5,1,1,0,1,9,96,1.53,175,100,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,House,Private room,36.00,,flexible,3.583519,4,.69314718,.48045301,0,1,2.3025851,1,5.1647859,26.675013,137.77074,30625,5359375,4.5643482,1
100,4,2,2,2,10,4,0,,,,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,100.00,40,strict,4.6051702,16,1.3862944,1.9218121,.69314718,2,0,0,,,,,,,3
80,2,1,1,1,0,1,0,,,,75,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Hackney,House,Private room,80.00,,flexible,4.3820267,4,.69314718,.48045301,0,1,0,0,,,,,,,1
21,2,1,1,1,4,1,0,,,,100,Apartment,Private room,strict,Real Bed,Hackney,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,Hackney,Apartment,Private room,21.00,,strict,3.0445225,4,.69314718,.48045301,0,1,0,0,,,,,,,1
230,4,2,2,2,35,3,2,100,.1,584,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,Hackney,Apartment,Entire home/apt,230.00,75,strict,5.4380794,16,1.3862944,1.9218121,.69314718,2,1.0986123,1,6.3699012,40.575642,258.46283,341056,199176704,4.6051702,3
64,2,1,1,2,20,2,3,87,.37,245,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,64.00,12,strict,4.1588831,4,.69314718,.48045301,0,1,1.3862944,1,5.5012584,30.263844,166.48923,60025,14706125,4.4659081,2
200,6,2,3,1,30,1,2,80,.06,948,50,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,200.00,40,flexible,5.2983174,36,1.7917595,3.210402,1.0986123,2,1.0986123,1,6.8543544,46.982174,322.03247,898704,851971392,4.3820267,1
70,2,1,1,1,0,1,1,100,.06,511,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,70.00,30,flexible,4.2484951,4,.69314718,.48045301,0,1,.69314718,1,6.2363696,38.892307,242.5468,261121,133432832,4.6051702,1
120,4,2,2,2,10,1,5,80,.25,594,100,House,Private room,flexible,Real Bed,Hackney,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Hackney,House,Private room,120.00,40,flexible,4.7874918,16,1.3862944,1.9218121,.69314718,2,1.7917595,1,6.3868794,40.792229,260.53503,352836,209584576,4.3820267,1
31,2,1,1,1,0,3,3,93,1.2,74,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,31.00,9,strict,3.4339871,4,.69314718,.48045301,0,1,1.3862944,1,4.3040652,18.524977,79.732712,5476,405224,4.5325994,3
150,4,1,3,2,10,4,0,,,,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,150.00,100,flexible,5.0106354,16,1.3862944,1.9218121,1.0986123,1,0,0,,,,,,,3
21,2,1,1,1,10,1,2,100,.21,286,50,House,Private room,flexible,Real Bed,Hackney,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Hackney,House,Private room,21.00,,flexible,3.0445225,4,.69314718,.48045301,0,1,1.0986123,1,5.655992,31.990246,180.93657,81796,23393656,4.6051702,1
187,6,2,2,2,15,2,9,82,.39,685,98,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,187.00,,strict,5.2311087,36,1.7917595,3.210402,.69314718,2,2.3025851,1,6.5294189,42.633312,278.37076,469225,321419136,4.4067192,2
45,2,1,1,1,5,5,2,100,2,8,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,45.00,20,strict,3.8066626,4,.69314718,.48045301,0,1,1.0986123,1,2.0794415,4.3240771,8.9916658,64,512,4.6051702,3
38,2,1,1,1,5,2,1,100,1,20,100,Apartment,Private room,flexible,Real Bed,Hackney,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,Hackney,Apartment,Private room,38.00,20,flexible,3.6375861,4,.69314718,.48045301,0,1,.69314718,1,2.9957323,8.974412,26.884935,400,8000,4.6051702,2
45,2,1,2,1,0,1,0,,,,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hackney,Apartment,Entire home/apt,45.00,20,flexible,3.8066626,4,.69314718,.48045301,.69314718,1,0,0,,,,,,,1
74,4,2,2,1,0,1,2,100,.8,74,100,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,74.00,,flexible,4.3040652,16,1.3862944,1.9218121,.69314718,2,1.0986123,1,4.3040652,18.524977,79.732712,5476,405224,4.6051702,1
35,2,1,1,1,0,3,2,70,2,29,61,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hackney,Apartment,Entire home/apt,35.00,25,strict,3.5553482,4,.69314718,.48045301,0,1,1.0986123,1,3.3672957,11.33868,38.180691,841,24389,4.2484951,3
29,2,1,1,1,5,1,3,93,.24,372,,House,Private room,strict,Real Bed,Hackney,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,House,Private room,29.00,7,strict,3.3672957,4,.69314718,.48045301,0,1,1.3862944,1,5.9188938,35.033302,207.35841,138384,51478848,4.5325994,1
120,4,1,2,1,0,2,9,98,.53,511,100,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,Hackney,Apartment,Private room,120.00,5,moderate,4.7874918,16,1.3862944,1.9218121,.69314718,1,2.3025851,1,6.2363696,38.892307,242.5468,261121,133432832,4.5849676,2
32,2,1,1,1,10,1,2,100,.5,120,75,Apartment,Private room,moderate,Real Bed,Hackney,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Hackney,Apartment,Private room,32.00,15,moderate,3.4657359,4,.69314718,.48045301,0,1,1.0986123,1,4.7874918,22.920078,109.72968,14400,1728000,4.6051702,1
46,2,1,1,1,0,4,8,86,1.03,232,100,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,Hackney,Apartment,Private room,46.00,,moderate,3.8286414,4,.69314718,.48045301,0,1,2.1972246,1,5.4467373,29.666946,161.58807,53824,12487168,4.4543471,3
44,2,1,1,1,0,3,0,,,,,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,Hackney,Apartment,Private room,44.00,20,strict,3.7841897,4,.69314718,.48045301,0,1,0,0,,,,,,,3
54,3,1,1,1,0,5,1,100,.14,206,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,54.00,13,moderate,3.9889841,9,1.0986123,1.206949,0,1,.69314718,1,5.3278761,28.386263,151.23849,42436,8741816,4.6051702,3
40,2,1,1,1,6,2,6,97,.76,237,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,40.00,15,strict,3.6888795,4,.69314718,.48045301,0,1,1.9459101,1,5.46806,29.899681,163.49324,56169,13312053,4.5747108,2
33,1,1,1,1,0,2,105,94,3.6,875,100,Apartment,Private room,moderate,Real Bed,Hackney,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,Hackney,Apartment,Private room,33.00,,moderate,3.4965076,1,0,0,0,1,4.6634393,2,6.7742238,45.89011,310.86987,765625,669921856,4.5432949,2
55,2,1,1,1,0,1,2,100,.1,624,,House,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,House,Private room,55.00,,moderate,4.0073333,4,.69314718,.48045301,0,1,1.0986123,1,6.4361506,41.424034,266.61133,389376,242970624,4.6051702,1
145,4,2.5,2,2,25,2,2,100,1.22,48,80,Apartment,Entire home/apt,moderate,Real Bed,Hackney,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,145.00,70,moderate,4.9767337,16,1.3862944,1.9218121,.69314718,2,1.0986123,1,3.871201,14.986197,58.014584,2304,110592,4.6051702,2
35,2,1.5,1,1,0,6,1,100,.07,427,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,35.00,,flexible,3.5553482,4,.69314718,.48045301,0,1,.69314718,1,6.0567842,36.684635,222.19092,182329,77854480,4.6051702,3
